text,sentiment,labels
Yu☆Gi☆Oh!: Duel Monsters GX,positive,2
Kuroshitsuji II,positive,2
Abenobashi Mahou☆Shoutengai,positive,2
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,positive,2
Sword Art Online,positive,2
Riding Bean,positive,2
Little Witch Academia,positive,2
Seto no Hanayome OVA,positive,2
School Rumble Ichi Gakki Hoshuu,positive,2
Naruto,positive,2
Yu☆Gi☆Oh! Zexal Second,neutral,1
Absolute Duo,neutral,1
Kanojo ga Flag wo Oraretara,neutral,1
Bible Black,neutral,1
Tengen Toppa Gurren Lagann,positive,2
Durarara!!x2 Shou,positive,2
Noragami OVA,positive,2
Kyoukai no Kanata,positive,2
The Last: Naruto the Movie,negative,0
Kill la Kill,positive,2
Shokugeki no Souma,negative,0
Karigurashi no Arrietty,positive,2
Hanasakeru Seishounen Recaps,negative,0
Darker than Black: Kuro no Keiyakusha Gaiden,neutral,1
Tokyo Ghoul,positive,2
Shokugeki no Souma,positive,2
Sakurasou no Pet na Kanojo,positive,2
Fate/stay night,neutral,1
Hai to Gensou no Grimgar,positive,2
Druaga no Tou: The Sword of Uruk,positive,2
Shingeki no Kyojin: Kuinaki Sentaku,positive,2
Tenkuu no Shiro Laputa,positive,2
Sen to Chihiro no Kamikakushi,positive,2
Shakugan no Shana II (Second),neutral,1
Cowboy Bebop,positive,2
D.Gray-man,positive,2
"Nee, Chanto Shiyou Yo!",neutral,1
Psycho-Pass,positive,2
Trinity Seven,positive,2
Hellsing,positive,2
Hentai Ouji to Warawanai Neko.: Henneko BBS,positive,2
Pokemon: Maboroshi no Pokemon Lugia Bakutan,negative,0
Natsume Yuujinchou,positive,2
Free!,positive,2
Fullmetal Alchemist: The Conqueror of Shamballa,neutral,1
Aldnoah.Zero,positive,2
Nekomonogatari: Kuro,positive,2
IS: Infinite Stratos 2,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",negative,0
Naisho no Wakana-san,negative,0
Death Note,negative,0
Sidonia no Kishi,positive,2
Bakemonogatari,positive,2
Sola,neutral,1
Shugo Chara!,positive,2
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",positive,2
Mushishi,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",positive,2
Yoshinaga-san&#039;chi no Gargoyle,positive,2
Renkin San-kyuu Magical? Pokaan,negative,0
Bleach,neutral,1
Shingeki no Kyojin,negative,0
Onegai☆Twins: Natsu wa Owaranai,negative,0
Trigun,positive,2
Gintama&#039;: Enchousen,positive,2
Phantom: Requiem for the Phantom,positive,2
One Piece Movie 4: Dead End no Bouken,positive,2
Charlotte,neutral,1
Ouran Koukou Host Club,positive,2
JoJo no Kimyou na Bouken (TV),positive,2
Death Note,positive,2
Toaru Majutsu no Index II,positive,2
Ookami to Koushinryou,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,positive,2
Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,negative,0
Lucky☆Star,negative,0
Macross F: Close Encounter - Deculture Edition,positive,2
Darker than Black: Kuro no Keiyakusha Gaiden,positive,2
Hitsugi no Chaika: Avenging Battle,positive,2
Hotaru no Haka,positive,2
Nogizaka Haruka no Himitsu,negative,0
Darker than Black: Kuro no Keiyakusha,positive,2
Owari no Seraph: Nagoya Kessen-hen,positive,2
Ookami Shoujo to Kuro Ouji,positive,2
Chihayafuru,positive,2
Gakuen Heaven,positive,2
Nekomonogatari: Kuro,positive,2
K-On!,positive,2
Shounen Onmyouji,negative,0
Eve no Jikan,positive,2
Canaan,positive,2
Kanon (2006),positive,2
Ginga Nagareboshi Gin,positive,2
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,negative,0
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,positive,2
Tsubasa: Tokyo Revelations,positive,2
Dog Days,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,negative,0
Heavy Object,positive,2
Giniro no Kami no Agito,positive,2
Zombie-Loan,positive,2
Hanayamata,negative,0
Itsuka Tenma no Kuro Usagi OVA,positive,2
Oda Nobuna no Yabou,positive,2
Kannagi,neutral,1
Omamori Himari,negative,0
Diabolik Lovers,neutral,1
Sukitte Ii na yo.,neutral,1
Rainbow: Nisha Rokubou no Shichinin,positive,2
xxxHOLiC,negative,0
Nisekoi:,positive,2
Midori no Hibi,positive,2
Kaichou wa Maid-sama!,positive,2
Anime de Wakaru Shinryounaika,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
Noragami Aragoto OVA,negative,0
High School DxD,positive,2
Death Note,negative,0
Shingetsutan Tsukihime,positive,2
Baccano!,positive,2
Sayonara Zetsubou Sensei,neutral,1
K,positive,2
Junjou Romantica,positive,2
Ichiban Ushiro no Daimaou,positive,2
Durarara!!,negative,0
Suzumiya Haruhi no Yuuutsu,positive,2
Seitokai Yakuindomo,neutral,1
Pokemon: Kesshoutou no Teiou Entei,neutral,1
Ai Yori Aoshi,positive,2
Girls und Panzer,negative,0
Higepiyo,negative,0
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,neutral,1
Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,positive,2
Aura: Maryuuin Kouga Saigo no Tatakai,positive,2
King of Fighters: Another Day,negative,0
Special A,positive,2
Akira,positive,2
Venus Senki,positive,2
Soukyuu no Fafner: Right of Left - Single Program,positive,2
Sen to Chihiro no Kamikakushi,negative,0
Monster,positive,2
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,neutral,1
InuYasha: Tenka Hadou no Ken,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan,positive,2
Uchuu Show e Youkoso,positive,2
Slayers Special,positive,2
Kareshi Kanojo no Jijou,positive,2
Toki wo Kakeru Shoujo,positive,2
Higurashi no Naku Koro ni Kai,positive,2
Mahou Shoujo Madoka★Magica,positive,2
Kodomo no Omocha (TV),positive,2
Maken-Ki! Two,positive,2
Black Bullet,negative,0
Kanamemo,neutral,1
Gekkan Shoujo Nozaki-kun Specials,positive,2
Onegai☆Teacher: Himitsu na Futari,positive,2
God Eater,neutral,1
Hanamaru Youchien,neutral,1
Kara no Kyoukai 3: Tsuukaku Zanryuu,positive,2
MÄR,neutral,1
Minami-ke,positive,2
A-Channel: +A-Channel,neutral,1
Working!!,positive,2
Soul Eater,positive,2
Kami nomi zo Shiru Sekai: Megami-hen,positive,2
Death Note Rewrite,positive,2
Bleach,positive,2
Kareshi Kanojo no Jijou,neutral,1
Dead Leaves,neutral,1
Kami nomi zo Shiru Sekai II,negative,0
Ao no Exorcist,negative,0
Sekaiichi Hatsukoi: Valentine-hen,positive,2
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,neutral,1
Kokoro Connect,positive,2
Kami nomi zo Shiru Sekai,positive,2
Sekai Seifuku: Bouryaku no Zvezda,negative,0
Kill la Kill Special,positive,2
Boku wa Tomodachi ga Sukunai Next,positive,2
Working!!,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
Magi: The Kingdom of Magic,positive,2
Red Garden,positive,2
Shingeki no Kyojin,negative,0
Death Note Rewrite,positive,2
Yu☆Gi☆Oh!: Duel Monsters GX,negative,0
Detective Conan Movie 10: Requiem of the Detectives,neutral,1
Mirai Shounen Conan,positive,2
Amagami SS,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
One Piece Movie 4: Dead End no Bouken,positive,2
Nourin,positive,2
No Game No Life,positive,2
Toaru Majutsu no Index,positive,2
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,positive,2
Final Fantasy VII: Advent Children,negative,0
Kara no Kyoukai 4: Garan no Dou,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai,neutral,1
Afro Samurai: Resurrection,negative,0
One Piece Film: Strong World Episode 0,positive,2
Soul Eater,positive,2
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,positive,2
Servant x Service,positive,2
Kill la Kill,positive,2
Monster Extra,negative,0
Ginga Kikoutai Majestic Prince,negative,0
Zero no Tsukaima,negative,0
Full Metal Panic? Fumoffu,positive,2
Macross F,positive,2
Akira,positive,2
Gunslinger Girl,positive,2
Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,neutral,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,positive,2
Strike the Blood,neutral,1
Log Horizon,negative,0
Ookami Kodomo no Ame to Yuki,positive,2
Momo Kyun Sword,negative,0
Gekkan Shoujo Nozaki-kun,negative,0
Magi: The Kingdom of Magic,negative,0
Midori no Hibi,positive,2
Owari no Seraph,positive,2
Free!,negative,0
Kimi ni Todoke 2nd Season,positive,2
Loveless,positive,2
One Punch Man,positive,2
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,negative,0
Hanamaru Youchien,negative,0
Love Stage!!,positive,2
Naruto: Shippuuden Movie 6 - Road to Ninja,positive,2
Katekyo Hitman Reborn!,positive,2
Tonari no Kaibutsu-kun,positive,2
Cardcaptor Sakura Movie 1,positive,2
Hataraku Maou-sama!,positive,2
Nodame Cantabile,positive,2
Zero no Tsukaima: Princesses no Rondo,positive,2
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,positive,2
Vampire Knight,positive,2
Hoshi no Koe,positive,2
Sengoku Basara Two,negative,0
Mimi wo Sumaseba,negative,0
Tari Tari,positive,2
Another,positive,2
Prince of Tennis,positive,2
Clannad: After Story,positive,2
Nogizaka Haruka no Himitsu,positive,2
Cardcaptor Sakura Movie 1,positive,2
Tetsuwan Birdy Decode,positive,2
Shugo Chara!,negative,0
AIKa R-16: Virgin Mission,negative,0
Macross F Movie 1: Itsuwari no Utahime,positive,2
Hanasaku Iroha,neutral,1
Fate/Zero 2nd Season,negative,0
Hakuouki Sekkaroku,negative,0
Hyouka,positive,2
Hitori no Shita: The Outcast,neutral,1
Aa! Megami-sama! Movie,negative,0
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,positive,2
Serial Experiments Lain,positive,2
Sabagebu! Specials,neutral,1
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,positive,2
Black Blood Brothers,positive,2
Jormungand,positive,2
Toradora!,positive,2
Shakugan no Shana II (Second),positive,2
Bokusatsu Tenshi Dokuro-chan,positive,2
Fate/stay night: Unlimited Blade Works,positive,2
Maid Ane,positive,2
Mobile Suit Gundam 00,neutral,1
InuYasha,positive,2
Juuni Kokuki,positive,2
Mobile Suit Gundam Wing: Operation Meteor,positive,2
Inu x Boku SS,positive,2
ChäoS;HEAd,positive,2
Amagami SS OVA,negative,0
07-Ghost,positive,2
Vampire Knight Guilty,positive,2
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,neutral,1
Rokka no Yuusha,positive,2
Plastic Memories,positive,2
C: The Money of Soul and Possibility Control,positive,2
Momo e no Tegami,positive,2
Outbreak Company,positive,2
World Destruction: Sekai Bokumetsu no Rokunin,negative,0
Free!,positive,2
Noragami Aragoto OVA,positive,2
"Dakara Boku wa, H ga Dekinai. OVA",positive,2
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,neutral,1
Dragon Ball Movie 1: Shen Long no Densetsu,neutral,1
Plastic Neesan,positive,2
Lovely★Complex,positive,2
Girls Bravo: Second Season,positive,2
Kyoto Animation: Ikitaku Naru Omise-hen,positive,2
B Gata H Kei,positive,2
Trinity Blood,neutral,1
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,positive,2
High School DxD,positive,2
Fullmetal Alchemist,positive,2
Pokemon: Maboroshi no Pokemon Lugia Bakutan,positive,2
Asobi ni Iku yo!,neutral,1
Eve no Jikan,negative,0
Haikyuu!! OVA,negative,0
D-Frag!,positive,2
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,positive,2
Gungrave,positive,2
One Piece Film: Strong World,negative,0
Maoyuu Maou Yuusha,positive,2
Golgo 13 (TV),positive,2
Seikon no Qwaser: Jotei no Shouzou,positive,2
Pokemon: Maboroshi no Pokemon Lugia Bakutan,negative,0
Kiba,neutral,1
Musaigen no Phantom World,negative,0
Kimi ga Aruji de Shitsuji ga Ore de,negative,0
Hataraku Maou-sama!,positive,2
The Animatrix,positive,2
Shaman King,positive,2
Serial Experiments Lain,negative,0
Eikoku Koi Monogatari Emma: Intermission,negative,0
B Gata H Kei,negative,0
K-On!: Ura-On!,positive,2
Higurashi no Naku Koro ni,neutral,1
Pokemon: Pichu to Pikachu,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",positive,2
Wolf&#039;s Rain OVA,neutral,1
Tokyo Godfathers,positive,2
Overlord,positive,2
Shakugan no Shana II (Second),positive,2
Isshuukan Friends.,positive,2
Major S1,positive,2
Haikyuu!!,positive,2
Red Garden,neutral,1
Kiseijuu: Sei no Kakuritsu,neutral,1
Karigurashi no Arrietty,negative,0
Machine-Doll wa Kizutsukanai,positive,2
Shelter,positive,2
Speed Grapher,positive,2
Ou Dorobou Jing,negative,0
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,negative,0
Ginga Eiyuu Densetsu,positive,2
White Album,positive,2
Blood-C,positive,2
Ookami Shoujo to Kuro Ouji,positive,2
Rosario to Vampire Capu2,positive,2
Suzumiya Haruhi no Shoushitsu,neutral,1
Nurarihyon no Mago: Sennen Makyou,positive,2
Fullmetal Alchemist,negative,0
Ao no Exorcist,positive,2
Chrno Crusade,neutral,1
Kuroko no Basket 2nd Season,negative,0
Haibane Renmei,positive,2
.hack//Gift,negative,0
K-On!,negative,0
DNA² OVA,positive,2
Aa! Megami-sama!: Sorezore no Tsubasa,positive,2
Angel Beats!: Another Epilogue,positive,2
Hachimitsu to Clover II,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,positive,2
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,positive,2
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",negative,0
Pokemon,positive,2
Goshuushou-sama Ninomiya-kun,neutral,1
Maken-Ki!,positive,2
Ikoku Meiro no Croisée The Animation,positive,2
Karigurashi no Arrietty,neutral,1
Howl no Ugoku Shiro,neutral,1
Another,positive,2
Nisemonogatari,positive,2
Boku wa Tomodachi ga Sukunai Episode 0,negative,0
Kore wa Zombie Desu ka? OVA,neutral,1
Inazuma Eleven Go,neutral,1
Rokka no Yuusha,positive,2
Noragami,positive,2
Dantalian no Shoka,positive,2
Log Horizon,positive,2
Fate/stay night,positive,2
Dragon Ball Z,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,positive,2
Xenosaga The Animation,positive,2
Fate/kaleid liner Prisma☆Illya 2wei Herz!,neutral,1
Code Geass: Hangyaku no Lelouch,positive,2
Major S6,positive,2
Guilty Crown,positive,2
Sword Art Online,positive,2
Druaga no Tou: The Aegis of Uruk,positive,2
Tooi Sekai,negative,0
K,positive,2
Mazinkaiser SKL,negative,0
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,neutral,1
Ao no Exorcist: Ura Ex,positive,2
Angel Beats! Specials,neutral,1
Ghost Hunt,neutral,1
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,positive,2
"High School DxD New: Oppai, Tsutsumimasu!",positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan,positive,2
Mujin Wakusei Survive,negative,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,positive,2
Dragon Crisis!,positive,2
Sekirei: Pure Engagement,positive,2
Elfen Lied,positive,2
Kuroshitsuji II,positive,2
To LOVE-Ru Darkness,positive,2
Akikan!,neutral,1
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,positive,2
Hunter x Hunter OVA,positive,2
Kami nomi zo Shiru Sekai: Megami-hen,positive,2
Heppoko Jikken Animation Excel♥Saga,positive,2
Saishuu Heiki Kanojo,positive,2
Ookiku Furikabutte: Natsu no Scorebook,positive,2
Akame ga Kill!,positive,2
Absolute Duo,positive,2
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,positive,2
Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,positive,2
Ao no Exorcist Movie,positive,2
Karin,positive,2
Asu no Yoichi!,positive,2
Log Horizon 2nd Season,negative,0
Aria The Avvenire,negative,0
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),positive,2
Rokka no Yuusha,negative,0
Slayers Next,positive,2
No.6,positive,2
Blossom,positive,2
Minami-ke Betsubara,positive,2
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,negative,0
Akaneiro ni Somaru Saka: Hardcore,positive,2
Natsu no Arashi!,positive,2
Suzumiya Haruhi no Yuuutsu,positive,2
Fate/stay night,positive,2
Soul Eater,positive,2
Sayonara Zetsubou Sensei,positive,2
Noblesse: Awakening,neutral,1
One Punch Man,positive,2
Carnival Phantasm,positive,2
Howl no Ugoku Shiro,negative,0
Hai to Gensou no Grimgar,positive,2
Chi&#039;s Sweet Home,neutral,1
Bartender,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,positive,2
Bakemonogatari,positive,2
Jinrui wa Suitai Shimashita,positive,2
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",negative,0
ChäoS;HEAd,positive,2
Zoku Sayonara Zetsubou Sensei,positive,2
Midori no Hibi,positive,2
Nana,positive,2
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),neutral,1
Ookami to Koushinryou II,positive,2
Moyashimon Returns,positive,2
Trinity Seven OVA,positive,2
Nozoki Ana,negative,0
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,positive,2
Fate/stay night,neutral,1
Naruto,positive,2
Steins;Gate,positive,2
Higurashi no Naku Koro ni Kai,positive,2
Tokyo Ghoul √A,positive,2
Black★Rock Shooter (TV),positive,2
Strike the Blood,positive,2
Bible Black,negative,0
Gakusen Toshi Asterisk,negative,0
Gekkan Shoujo Nozaki-kun,negative,0
Strawberry Panic,positive,2
Uchuu Patrol Luluco,neutral,1
New Game!,negative,0
Phantom: Requiem for the Phantom,positive,2
Chrno Crusade,positive,2
Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",positive,2
CLAMP Gakuen Tanteidan,neutral,1
Medarot,negative,0
Kamigami no Asobi,negative,0
Hidamari Sketch x 365,negative,0
Ghost in the Shell,positive,2
Seirei Tsukai no Blade Dance,negative,0
One Piece Film: Strong World,positive,2
Working!!!: Lord of the Takanashi,positive,2
Hellsing,negative,0
Hentai Ouji to Warawanai Neko.: Henneko BBS,positive,2
Boku dake ga Inai Machi,positive,2
Girls und Panzer,positive,2
Wolf&#039;s Rain,negative,0
Evangelion: 1.0 You Are (Not) Alone,positive,2
Fantastic Children,negative,0
Mimi wo Sumaseba,positive,2
Blood Lad,positive,2
Kämpfer,positive,2
Toradora!: Bentou no Gokui,negative,0
Sakamoto desu ga?,positive,2
Queen&#039;s Blade OVA,negative,0
Nichijou,positive,2
Higurashi no Naku Koro ni Rei,neutral,1
.hack//Sign,negative,0
Naruto: Shippuuden Movie 4 - The Lost Tower,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Koutetsujou no Kabaneri,positive,2
Myself; Yourself,positive,2
Gakuen Alice,positive,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,positive,2
Mahou Sensou,negative,0
07-Ghost,positive,2
Dareka no Manazashi,negative,0
Durarara!!x2 Shou,positive,2
Soul Eater,positive,2
Fate/stay night: Unlimited Blade Works,positive,2
Clannad,positive,2
Ao no Exorcist,positive,2
Kiseijuu: Sei no Kakuritsu,positive,2
Mononoke Hime,positive,2
Break Blade 1: Kakusei no Toki,negative,0
Appleseed (Movie),negative,0
First Squad: The Moment of Truth,neutral,1
Sword Art Online II,positive,2
Shokugeki no Souma,positive,2
K-On!,negative,0
Inferno Cop,positive,2
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,positive,2
One Punch Man: Road to Hero,positive,2
Samurai Flamenco,neutral,1
Sora no Otoshimono,positive,2
Dragon Ball GT,positive,2
InuYasha,positive,2
Shuffle!,positive,2
Guardian Hearts,positive,2
Wolf&#039;s Rain,negative,0
Shigatsu wa Kimi no Uso,negative,0
Fullmetal Alchemist,negative,0
Kamisama Hajimemashita◎,positive,2
NHK ni Youkoso!,negative,0
Mahou Sensou,positive,2
Urusei Yatsura Movie 6: Itsudatte My Darling,positive,2
07-Ghost,positive,2
Higashi no Eden,neutral,1
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,negative,0
Hai to Gensou no Grimgar,positive,2
Hitsugi no Chaika,neutral,1
Mind Game,positive,2
Kami nomi zo Shiru Sekai: 4-nin to Idol,negative,0
Shakugan no Shana II (Second),positive,2
Tokyo Ghoul √A,positive,2
Mnemosyne: Mnemosyne no Musume-tachi,positive,2
Baccano!,positive,2
Toaru Majutsu no Index II,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai,positive,2
Soratobu Toshi Keikaku,positive,2
Deadman Wonderland,neutral,1
Bokusatsu Tenshi Dokuro-chan,negative,0
Kotonoha no Niwa,negative,0
"Dakara Boku wa, H ga Dekinai. Recap",neutral,1
Danshi Koukousei no Nichijou,positive,2
Gekkan Shoujo Nozaki-kun Specials,negative,0
Sensitive Pornograph,positive,2
Ikkitousen,neutral,1
Hataraku Maou-sama!,positive,2
Suzumiya Haruhi no Yuuutsu,negative,0
Zero no Tsukaima,positive,2
Bokusatsu Tenshi Dokuro-chan,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",positive,2
Tide-Line Blue,negative,0
Beelzebub,negative,0
Red Garden: Dead Girls,positive,2
Tenchi Muyou! Manatsu no Eve,neutral,1
Wonderful Days,positive,2
Kimi ni Todoke,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Gakusen Toshi Asterisk,neutral,1
Tengen Toppa Gurren Lagann,positive,2
Himawari!,positive,2
Kaichou wa Maid-sama!,neutral,1
Mahou Shoujo Madoka★Magica,negative,0
.hack//The Movie: Sekai no Mukou ni,positive,2
Kekkai Sensen,positive,2
Pokemon: Pikachu no Natsuyasumi,neutral,1
Hotarubi no Mori e,positive,2
Digimon Adventure,positive,2
